时间戳id,来源,日期,信息,是否异常
<font color=#11b3ff>1117838627</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.47.127092</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838627</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.47.279761</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838627</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.47.425940</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838627</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.47.564546</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838629</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.49.244183</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838629</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.49.390014</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838629</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.49.526187</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838629</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.49.679757</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838629</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.49.828335</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838629</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.49.972187</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838630</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.50.109596</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838630</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.50.264050</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838630</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.50.414930</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838630</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.50.552213</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838630</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.50.717830</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838636</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.56.993722</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838637</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.57.137667</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838637</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.57.272717</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838637</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.57.419881</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838637</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.57.589084</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838637</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.57.734848</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
<font color=#11b3ff>1117838637</font>,<font color=#11b3ff>R02-M1-N0-C:J12-U11</font>,<font color=#11b3ff>2005-06-03-15.43.57.923421</font>,<font color=#11b3ff>KERNEL INFO instruction cache parity error corrected</font>,<font color=#11b3ff>否</font>
